CTR Code,order date,region,country,promotion_category,promotion_theme,product,sku,part_no,position,make_model,qty,unit_price,amount,currency,target,sell_type,customer,Customer_No
CB0238RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB0238RC,CBJ0476A,,,10,7.16,71.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB02390C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB02390C,CBJ0871A,,,40,4.74,189.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB0248RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB0248RC,CBJ0027B,,,8,7.39,59.12,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB02530C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB02530C,CBJ0531A,,,40,5.15,206.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB02540C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB02540C,CBJ0303A,,,80,6.81,544.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IB0255,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,IB0255,CBJ0304A,,,10,7.16,71.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB02570C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB02570C,CBJ0886B,,,4,3.99,15.96,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB01760C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB01760C,CBJ0908A,,,20,3.56,71.2,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CBJ0910B-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,CBJ0910B-990,,,,20,3.63,72.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB02790C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB02790C,CBJ0031A,,,48,6.24,299.52,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB02860C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB02860C,CBJ0497A,,,12,8.35,100.2,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB02870C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB02870C,CBJ0498A,,,12,7.79,93.48,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB02930C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB02930C,CBJ1009A,,,80,2.31,184.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CBJ0422F-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,CBJ0422F-990,,,,6,6.8,40.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB03180C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB03180C,CBJ0882A,,,8,3.34,26.72,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB03260C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB03260C,CBJ0905D,,,4,3.91,15.64,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CBJ0023H-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,CBJ0023H-990,,,,80,8.65,692.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB03290C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB03290C,CBJ0288B,,,2,5.81,11.62,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB03300C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB03300C,CBJ0289B,,,2,5.81,11.62,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB03310C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB03310C,CBJ0922A,,,20,3.89,77.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB03330C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB03330C,CBJ0924B,,,80,5.4,432.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB03340C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB03340C,CBJ0524B,,,30,5.63,168.9,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IB0336,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,IB0336,CBJ0927C,,,20,3.4,68.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IB0349,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,IB0349,CBJ0931B,,,4,3.46,13.84,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB03550C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB03550C,CBJ0888A,,,80,3.72,297.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IB0367,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,IB0367,CBJ0149D,,,4,6.94,27.76,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CBJ0012H-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,CBJ0012H-990,,,,8,7.29,58.32,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CBJ0151E-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,CBJ0151E-990,,,,4,5.45,21.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CBJ0010E-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,CBJ0010E-990,,,,16,7.36,117.76,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IB0379,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,IB0379,CBJ0154A,,,10,6.56,65.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IB0381,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,IB0381,CBJ0152B,,,36,5.29,190.44,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB03840C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB03840C,CBJ0258C,,,12,7.35,88.2,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IB0385,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,IB0385,CBJ0259C,,,12,6.98,83.76,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB03870C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB03870C,CBJ0262B,,,4,5.21,20.84,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB03880C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB03880C,CBJ0266E,,,20,5.03,100.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CBJ0157D-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,CBJ0157D-990,,,,4,6.95,27.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IB0392,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,IB0392,CBJ0162C,,,5,6.72,33.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB03930C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB03930C,CBJ0267E,,,12,4.74,56.88,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IB0401,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,IB0401,CBJ0877B,,,120,3.11,373.2,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CBJ0253F-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,CBJ0253F-990,,,,4,5.22,20.88,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB04040C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB04040C,CBJ0166A,,,4,7.57,30.28,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB04050C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB04050C,CBJ0167B,,,4,7.57,30.28,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB06660C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB06660C,CBJ1276A,,,80,4.78,382.4,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IB0408,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,IB0408,CBJ0915B,,,80,5.79,463.2,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IB0411,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,IB0411,CBJ0438E,,,40,5.26,210.4,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IB0412,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,IB0412,CBJ0017A,,,150,6.84,1026.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IB0418,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,IB0418,CBJ0272D,,,12,6.36,76.32,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CBJ0273H-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,CBJ0273H-990,,,,4,6.07,24.28,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CBJ0274H-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,CBJ0274H-990,,,,4,6.07,24.28,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CB04310C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,BALL JOINT ASSY,CB04310C,CBJ0918A,,,12,4.34,52.08,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0959L,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0959L,ROT2286B,,,4,8.16,32.64,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0959R,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0959R,ROT2285B,,,4,8.16,32.64,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE10100C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE10100C,ROT2408A,,,12,4.35,52.2,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE1093L,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE1093L,ROT2619B,,,4,4.91,19.64,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE1093R,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE1093R,ROT2618B,,,4,4.91,19.64,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE1095L,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE1095L,ROT2623B,,,6,5.16,30.96,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE1095R,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE1095R,ROT2622B,,,6,5.16,30.96,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
ROT2627B-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,ROT2627B-990,,,,6,4.8,28.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
ROT2626B-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,ROT2626B-990,,,,6,4.8,28.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0843L,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0843L,ROT1554B,,,6,9.29,55.74,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0843R,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0843R,ROT1553B,,,6,9.29,55.74,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0077LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0077LC,ROT1339B,,,20,4.82,96.4,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0077R,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0077R,ROT1338B,,,20,4.82,96.4,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0081L,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0081L,ROT1347B,,,4,5.49,21.96,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0081R,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0081R,ROT1346B,,,4,5.49,21.96,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0083LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0083LC,ROT1569B,,,2,7.27,14.54,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0083RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0083RC,ROT1568B,,,2,7.27,14.54,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
ROT1696H-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,ROT1696H-990,,,,2,8.84,17.68,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
ROT1695H-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,ROT1695H-990,,,,2,8.84,17.68,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0107LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0107LC,ROT1779B,,,200,4.99,998.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0107RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0107RC,ROT1778B,,,200,4.99,998.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE01300C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE01300C,ROT0901F,,,4,4.39,17.56,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0202L,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0202L,ROT0655B,,,4,6.45,25.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0202R,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0202R,ROT0611B,,,4,6.45,25.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
ROT0822G-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,ROT0822G-990,,,,4,6.2,24.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
ROT0823E-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,ROT0823E-990,,,,4,6.23,24.92,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE02280C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE02280C,ROT0876B,,,28,5.14,143.92,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE02340C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE02340C,ROT0965A,,,4,4.79,19.16,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0242LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0242LC,ROT1228A,,,4,6.61,26.44,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0242RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0242RC,ROT1227A,,,4,6.61,26.44,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0250L,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0250L,ROT1747A,,,24,5.36,128.64,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0250RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0250RC,ROT1746A,,,24,5.36,128.64,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0252LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0252LC,ROT1760B,,,12,7.2,86.4,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0252RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0252RC,ROT1759B,,,12,7.2,86.4,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0193LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0193LC,ROT0620A,,,12,4.2,50.4,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0193R,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0193R,ROT0621A,,,12,4.2,50.4,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE02590C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE02590C,ROT0911A,,,22,3.73,82.06,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE02600C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE02600C,ROT0912A,,,3,3.73,11.19,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0262,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0262,ROT0156C,,,32,5.69,182.08,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0263LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0263LC,ROT0157B,,,60,7.76,465.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0263RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0263RC,ROT0158D,,,60,7.76,465.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE02640C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE02640C,ROT0513B,,,60,4.03,241.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE02690C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE02690C,ROT1763A,,,180,8.07,1452.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0270,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0270,ROT1933A,,,180,8.07,1452.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0273LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0273LC,ROT0149C,,,60,5.27,316.2,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0273RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0273RC,ROT0150C,,,60,5.27,316.2,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0287LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0287LC,ROT0848D,,,25,3.64,91.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0287RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0287RC,ROT0849D,,,25,3.64,91.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE02890C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE02890C,ROT0923B,,,36,3.87,139.32,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
ROT1147H-990,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,,ROT1147H-990,,,,40,4.55,182.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0298LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0298LC,ROT1487A,,,12,5.04,60.48,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0298RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0298RC,ROT1486A,,,12,5.04,60.48,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0299,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0299,ROT1706B,,,60,5.28,316.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE02850C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE02850C,ROT0850C,,,60,2.96,177.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0327LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0327LC,ROT0266B,,,30,4.46,133.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0327RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0327RC,ROT0267B,,,30,4.46,133.8,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0328LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0328LC,ROT0259C,,,140,3.64,509.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0328RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0328RC,ROT0261D,,,140,3.64,509.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0330LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0330LC,ROT0270C,,,6,3.93,23.58,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
IE0330R,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,IE0330R,ROT0271C,,,6,3.93,23.58,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0331LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0331LC,ROT0916A,,,120,5.6,672.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0331RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0331RC,ROT0917A,,,120,5.6,672.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE03320C,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE03320C,ROT0918A,,,1200,3.51,4212.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0334LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0334LC,ROT0277B,,,300,5.21,1563.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0334RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0334RC,ROT0278B,,,300,5.21,1563.0,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0336LC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0336LC,ROT0919G,,,240,4.39,1053.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
CE0336RC,2026-06-26,ASIA,PHILIPPINES,Trade promotion,CHOICE_KIT,OUTER TIE ROD ASSY,CE0336RC,ROT0920G,,,240,4.39,1053.6,USD,B2B,SELL-OUT,CHUAN LAM AUTO SUPPLY,200241
