CTR Code,order date,region,country,promotion_category,promotion_theme,product,sku,part_no,position,make_model,qty,unit_price,amount,currency,target,sell_type,customer
CR0384,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0384,CR0384,,MITSUBISHI,40,6.55,262.0,USD,B2B,SELL-IN,GP
CR0495,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0495,CR0495,,NISSAN,40,6.46,258.4,USD,B2B,SELL-IN,GP
CR0634,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0634,CR0634,,TOYOTA,32,4.59,146.88,USD,B2B,SELL-IN,GP
CR0443,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0443,CR0443,,MAZDA,64,3.91,250.24,USD,B2B,SELL-IN,GP
CL04810S,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CL04810S,CL04810S,,NISSAN,28,3.28,91.83999999999999,USD,B2B,SELL-IN,GP
CL05570S,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CL05570S,CL05570S,,TOYOTA,30,3.45,103.5,USD,B2B,SELL-IN,GP
CR0176,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0176,CR0176,,HONDA,48,4.49,215.52,USD,B2B,SELL-IN,GP
CL0652RS,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CL0652RS,CL0652RS,,HONDA,80,2.8,224.0,USD,B2B,SELL-IN,GP
CR0277R,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0277R,CR0277R,,HYUNDAI,32,5.12,163.84,USD,B2B,SELL-IN,GP
CR0623,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0623,CR0623,,TOYOTA,32,5.04,161.28,USD,B2B,SELL-IN,GP
CR0582,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0582,CR0582,,SUBARU,20,5.13,102.6,USD,B2B,SELL-IN,GP
CR0054,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0054,CR0054,,FORD,20,4.79,95.8,USD,B2B,SELL-IN,GP
CE0545R,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CE0545R,CE0545R,,NISSAN,20,5.82,116.4,USD,B2B,SELL-IN,GP
CE0733R,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CE0733R,CE0733R,,TOYOTA,20,4.77,95.39999999999999,USD,B2B,SELL-IN,GP
CL0186,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CL0186,CL0186,,HONDA,56,2.99,167.44,USD,B2B,SELL-IN,GP
CL05550S,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CL05550S,CL05550S,,TOYOTA,30,3.23,96.9,USD,B2B,SELL-IN,GP
CR0961,2025-07-20,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0961,CR0961,,SUZUKI,40,5.63,225.2,USD,B2B,SELL-IN,GP
CL0354,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CL0354,CL0354,,KIA,60,4.77,286.2,USD,B2B,SELL-IN,WE AUTO PARTS
CL0283RS,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CL0283RS,CL0283RS,,HYUNDAI,30,2.96,88.8,USD,B2B,SELL-IN,WE AUTO PARTS
CL0337RS,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CL0337RS,CL0337RS,,KIA,40,2.84,113.6,USD,B2B,SELL-IN,WE AUTO PARTS
CE0373R,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CE0373R,CE0373R,,KIA,24,7.11,170.64000000000001,USD,B2B,SELL-IN,WE AUTO PARTS
CL0337LS,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CL0337LS,CL0337LS,,KIA,40,2.84,113.6,USD,B2B,SELL-IN,WE AUTO PARTS
CL0288R,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CL0288R,CL0288R,,HYUNDAI,40,3.61,144.4,USD,B2B,SELL-IN,WE AUTO PARTS
CL0282LS,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CL0282LS,CL0282LS,,HYUNDAI,60,3.16,189.60000000000002,USD,B2B,SELL-IN,WE AUTO PARTS
CL0355,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CL0355,CL0355,,KIA,56,4.84,271.03999999999996,USD,B2B,SELL-IN,WE AUTO PARTS
CB0221,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CB0221,CB0221,,KIA,60,5.71,342.6,USD,B2B,SELL-IN,WE AUTO PARTS
CL0282RS,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CL0282RS,CL0282RS,,HYUNDAI,60,3.16,189.60000000000002,USD,B2B,SELL-IN,WE AUTO PARTS
CL0288L,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CL0288L,CL0288L,,HYUNDAI,40,3.61,144.4,USD,B2B,SELL-IN,WE AUTO PARTS
CL0361,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CL0361,CL0361,,KIA,40,4.41,176.4,USD,B2B,SELL-IN,WE AUTO PARTS
CB0219,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CB0219,CB0219,,KIA,60,3.22,193.20000000000002,USD,B2B,SELL-IN,WE AUTO PARTS
CL0283LS,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CL0283LS,CL0283LS,,HYUNDAI,30,2.96,88.8,USD,B2B,SELL-IN,WE AUTO PARTS
CE0373L,2025-07-21,ASIA,캄보디아,Trade promotion,CHOICE_KIT,,CE0373L,CE0373L,,KIA,24,7.11,170.64000000000001,USD,B2B,SELL-IN,WE AUTO PARTS
CL0094,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL0094,CL0094,,GM,60,4.14,248.39999999999998,USD,B2B,SELL-IN,CSH
CL0093,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL0093,CL0093,,GM,60,4.14,248.39999999999998,USD,B2B,SELL-IN,CSH
CR0598,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0598,CR0598,,TOYOTA,20,4.51,90.19999999999999,USD,B2B,SELL-IN,CSH
CE0811,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CE0811,CE0811,,TOYOTA,24,5.69,136.56,USD,B2B,SELL-IN,CSH
CE0250R,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CE0250R,CE0250R,,HONDA,26,5.22,135.72,USD,B2B,SELL-IN,CSH
CL0233L,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0233L,CL0233L,,ISUZU,100,2.49,249.00000000000003,USD,B2B,SELL-IN,CSH
CB0176,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CB0176,CB0176,,MITSUBISHI,20,3.52,70.4,USD,B2B,SELL-IN,CSH
CB0177,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CB0177,CB0177,,HYUNDAI,20,5.3,106.0,USD,B2B,SELL-IN,CSH
CL03930S,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL03930S,CL03930S,,MITSUBISHI,24,3.26,78.24,USD,B2B,SELL-IN,CSH
CR0740,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0740,CR0740,,MITSUBISHI,20,6.63,132.6,USD,B2B,SELL-IN,CSH
CE0812,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CE0812,CE0812,,TOYOTA,24,5.69,136.56,USD,B2B,SELL-IN,CSH
CB0293,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CB0293,CB0293,,MAZDA,25,2.36,59.0,USD,B2B,SELL-IN,CSH
CR0212,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0212,CR0212,,HONDA,32,4.69,150.08,USD,B2B,SELL-IN,CSH
CE0250L,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CE0250L,CE0250L,,HONDA,26,5.22,135.72,USD,B2B,SELL-IN,CSH
CL0221LS,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL0221LS,CL0221LS,,HONDA,20,3.87,77.4,USD,B2B,SELL-IN,CSH
CE0624,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CE0624,CE0624,,SUZUKI,20,6.05,121.0,USD,B2B,SELL-IN,CSH
CE0623,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CE0623,CE0623,,SUZUKI,20,6.05,121.0,USD,B2B,SELL-IN,CSH
CL0221RS,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL0221RS,CL0221RS,,HONDA,20,3.87,77.4,USD,B2B,SELL-IN,CSH
CL0456,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL0456,CL0456,,NISSAN,40,5.02,200.79999999999998,USD,B2B,SELL-IN,CSH
CR0191,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0191,CR0191,,HONDA,32,5.71,182.72,USD,B2B,SELL-IN,CSH
CR0443,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0443,CR0443,,MAZDA,32,3.93,125.76,USD,B2B,SELL-IN,CSH
CR0384,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0384,CR0384,,MITSUBISHI,20,6.67,133.4,USD,B2B,SELL-IN,CSH
CE0399,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CE0399,CE0399,,MITSUBISHI,36,4.75,171.0,USD,B2B,SELL-IN,CSH
CL05270S,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL05270S,CL05270S,,SUZUKI,20,3.06,61.2,USD,B2B,SELL-IN,CSH
CE0253R,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CE0253R,CE0253R,,HONDA,30,6.43,192.89999999999998,USD,B2B,SELL-IN,CSH
CE0427,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CE0427,CE0427,,MITSUBISHI,36,3.18,114.48,USD,B2B,SELL-IN,CSH
CE0253L,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CE0253L,CE0253L,,HONDA,30,6.43,192.89999999999998,USD,B2B,SELL-IN,CSH
CR0553,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0553,CR0553,,SUZUKI,40,4.88,195.2,USD,B2B,SELL-IN,CSH
CL0309RS,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL0309RS,CL0309RS,,HYUNDAI,20,3.41,68.2,USD,B2B,SELL-IN,CSH
CL0233R,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,STABILIZER LINK,CL0233R,CL0233R,,ISUZU,100,2.49,249.00000000000003,USD,B2B,SELL-IN,CSH
CR0386,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0386,CR0386,,MITSUBISHI,20,4.55,91.0,USD,B2B,SELL-IN,CSH
CL0220LS,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL0220LS,CL0220LS,,HONDA,20,3.86,77.2,USD,B2B,SELL-IN,CSH
CL0220RS,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL0220RS,CL0220RS,,HONDA,20,3.86,77.2,USD,B2B,SELL-IN,CSH
CL0309LS,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL0309LS,CL0309LS,,HYUNDAI,20,3.41,68.2,USD,B2B,SELL-IN,CSH
CE0734,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0734,CE0734,,TOYOTA,80,4.82,385.6,USD,B2B,SELL-IN,NUK
CB0149,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0149,CB0149,,ISUZU,10,8.19,81.89999999999999,USD,B2B,SELL-IN,NUK
CB0394,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0394,CB0394,,TOYOTA,60,3.93,235.8,USD,B2B,SELL-IN,NUK
CE0705,2025-07-25,ASIA,필리핀,Trade promotion,CHOICE_KIT,,CE0705,CE0705,,TOYOTA,24,3.42,82.08,USD,B2B,SELL-IN,CHUAN LAM
CR1000,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CR1000,CR1000,,SUZUKI,30,5.76,172.79999999999998,USD,B2B,SELL-IN,SERI
CL01590S,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL01590S,CL01590S,,HONDA,40,3.48,139.2,USD,B2B,SELL-IN,SERI
CL01580S,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL01580S,CL01580S,,HONDA,40,3.48,139.2,USD,B2B,SELL-IN,SERI
CB0401,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0401,CB0401,,TOYOTA,200,3.2,640.0,USD,B2B,SELL-IN,NUK
CB0226,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0226,CB0226,,KIA,10,4.16,41.6,USD,B2B,SELL-IN,NUK
CB0315,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0315,CB0315,,NISSAN,6,4.89,29.339999999999996,USD,B2B,SELL-IN,NUK
CR0739,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0739,CR0739,,TOYOTA,160,4.93,788.8,USD,B2B,SELL-IN,SERI
CB0412,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0412,CB0412,,TOYOTA,80,7.04,563.2,USD,B2B,SELL-IN,NUK
CE0262,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0262,CE0262,,ISUZU,14,5.86,82.04,USD,B2B,SELL-IN,NUK
CB0393,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0393,CB0393,,TOYOTA,20,4.78,95.60000000000001,USD,B2B,SELL-IN,NUK
CL04300S,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL04300S,CL04300S,,FORD,10,3.22,32.2,USD,B2B,SELL-IN,NUK
CR0508,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0508,CR0508,,NISSAN,32,5.76,184.32,USD,B2B,SELL-IN,SERI
CE0339L,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0339L,CE0339L,,HYUNDAI,6,4.21,25.259999999999998,USD,B2B,SELL-IN,NUK
CL0189,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL0189,CL0189,,HONDA,40,2.78,111.19999999999999,USD,B2B,SELL-IN,SERI
CE0261,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0261,CE0261,,ISUZU,13,5.86,76.18,USD,B2B,SELL-IN,NUK
CL03110S,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL03110S,CL03110S,,HYUNDAI,30,3.4,102.0,USD,B2B,SELL-IN,NUK
CL01200S,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL01200S,CL01200S,,TOYOTA,30,3.41,102.30000000000001,USD,B2B,SELL-IN,NUK
CE0507,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0507,CE0507,,NISSAN,19,4.8,91.2,USD,B2B,SELL-IN,NUK
CE0687,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0687,CE0687,,TOYOTA,720,2.92,2102.4,USD,B2B,SELL-IN,NUK
CR0507,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0507,CR0507,,NISSAN,32,6.55,209.6,USD,B2B,SELL-IN,SERI
CL0190,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CL0190,CL0190,,HONDA,40,3.21,128.4,USD,B2B,SELL-IN,SERI
CL0374,2025-07-25,ASIA,필리핀,Trade promotion,CHOICE_KIT,,CL0374,CL0374,,MITSUBISHI,24,2.77,66.48,USD,B2B,SELL-IN,CHUAN LAM
CR0333,2025-07-25,ASIA,태국,Trade promotion,CHOICE_KIT,,CR0333,CR0333,,KIA,40,4.54,181.6,USD,B2B,SELL-IN,SERI
CB0446,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0446,CB0446,,TOYOTA,80,6.82,545.6,USD,B2B,SELL-IN,NUK
CB0376,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0376,CB0376,,TOYOTA,120,7.36,883.2,USD,B2B,SELL-IN,NUK
CE0864L,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0864L,CE0864L,,MAZDA,5,6.58,32.9,USD,B2B,SELL-IN,NUK
CE0761,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0761,CE0761,,TOYOTA,40,4.21,168.4,USD,B2B,SELL-IN,NUK
CE0782,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0782,CE0782,,TOYOTA,6,5.31,31.86,USD,B2B,SELL-IN,NUK
CL0282RS,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL0282RS,CL0282RS,,HYUNDAI,13,3.16,41.08,USD,B2B,SELL-IN,NUK
CE0730,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0730,CE0730,,TOYOTA,240,4.17,1000.8,USD,B2B,SELL-IN,NUK
CE0619,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0619,CE0619,,SUZUKI,20,3.33,66.6,USD,B2B,SELL-IN,NUK
CE0508,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0508,CE0508,,NISSAN,20,4.8,96.0,USD,B2B,SELL-IN,NUK
CE0721,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0721,CE0721,,TOYOTA,4,5.17,20.68,USD,B2B,SELL-IN,NUK
CR0275,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CR0275,CR0275,,HYUNDAI,10,4.45,44.5,USD,B2B,SELL-IN,NUK
CB0384,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0384,CB0384,,TOYOTA,240,7.34,1761.6,USD,B2B,SELL-IN,NUK
CB0402L,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0402L,CB0402L,,TOYOTA,30,5.8,174.0,USD,B2B,SELL-IN,NUK
CR0476,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CR0476,CR0476,,NISSAN,20,4.63,92.6,USD,B2B,SELL-IN,NUK
CE0762,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0762,CE0762,,TOYOTA,120,4.68,561.5999999999999,USD,B2B,SELL-IN,NUK
CE0817L,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0817L,CE0817L,,TOYOTA,5,4.21,21.05,USD,B2B,SELL-IN,NUK
CE0728L,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0728L,CE0728L,,TOYOTA,10,4.32,43.2,USD,B2B,SELL-IN,NUK
CL0282LS,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL0282LS,CL0282LS,,HYUNDAI,13,3.16,41.08,USD,B2B,SELL-IN,NUK
CB0192,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0192,CB0192,,HYUNDAI,5,3.59,17.95,USD,B2B,SELL-IN,NUK
CB0402R,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0402R,CB0402R,,TOYOTA,30,5.8,174.0,USD,B2B,SELL-IN,NUK
CB0418,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0418,CB0418,,TOYOTA,60,6.23,373.8,USD,B2B,SELL-IN,NUK
CB0438,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0438,CB0438,,TOYOTA,6,7.38,44.28,USD,B2B,SELL-IN,NUK
CR0930,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CR0930,CR0930,,ISUZU,6,7.45,44.7,USD,B2B,SELL-IN,NUK
CB0425,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0425,CB0425,,TOYOTA,6,6.48,38.88,USD,B2B,SELL-IN,NUK
CE0864R,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0864R,CE0864R,,MAZDA,5,6.58,32.9,USD,B2B,SELL-IN,NUK
CE0731R,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0731R,CE0731R,,TOYOTA,50,4.17,208.5,USD,B2B,SELL-IN,NUK
CE0781,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0781,CE0781,,TOYOTA,6,5.31,31.86,USD,B2B,SELL-IN,NUK
CL06030S,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL06030S,CL06030S,,TOYOTA,20,3.22,64.4,USD,B2B,SELL-IN,NUK
CL02690S,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL02690S,CL02690S,,HYUNDAI,14,2.95,41.300000000000004,USD,B2B,SELL-IN,NUK
CL0221RS,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL0221RS,CL0221RS,,HONDA,15,3.87,58.050000000000004,USD,B2B,SELL-IN,NUK
CR0267,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CR0267,CR0267,,HYUNDAI,14,4.42,61.879999999999995,USD,B2B,SELL-IN,NUK
CL0574,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL0574,CL0574,,TOYOTA,10,4.46,44.6,USD,B2B,SELL-IN,NUK
CE0728R,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0728R,CE0728R,,TOYOTA,10,4.32,43.2,USD,B2B,SELL-IN,NUK
CE0758,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0758,CE0758,,TOYOTA,4,6.56,26.24,USD,B2B,SELL-IN,NUK
CE0264,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0264,CE0264,,ISUZU,10,3.95,39.5,USD,B2B,SELL-IN,NUK
CE0765,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0765,CE0765,,TOYOTA,14,4.24,59.36,USD,B2B,SELL-IN,NUK
CE0713,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0713,CE0713,,TOYOTA,18,3.19,57.42,USD,B2B,SELL-IN,NUK
CB0388,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0388,CB0388,,TOYOTA,600,5.18,3108.0,USD,B2B,SELL-IN,NUK
CB0406,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0406,CB0406,,TOYOTA,50,4.92,246.0,USD,B2B,SELL-IN,NUK
CL05860S,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL05860S,CL05860S,,TOYOTA,10,4.58,45.8,USD,B2B,SELL-IN,NUK
CR0598,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CR0598,CR0598,,TOYOTA,60,4.51,270.59999999999997,USD,B2B,SELL-IN,NUK
CL02680S,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL02680S,CL02680S,,HYUNDAI,20,3.06,61.2,USD,B2B,SELL-IN,NUK
CR0630,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CR0630,CR0630,,TOYOTA,100,4.91,491.0,USD,B2B,SELL-IN,NUK
CR0382,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CR0382,CR0382,,MITSUBISHI,8,5.9,47.2,USD,B2B,SELL-IN,NUK
CE0339R,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0339R,CE0339R,,HYUNDAI,6,4.21,25.259999999999998,USD,B2B,SELL-IN,NUK
CE0731L,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0731L,CE0731L,,TOYOTA,50,4.17,208.5,USD,B2B,SELL-IN,NUK
CR0211,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CR0211,CR0211,,HONDA,6,4.77,28.619999999999997,USD,B2B,SELL-IN,NUK
CR0287,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CR0287,CR0287,,HYUNDAI,4,4.06,16.24,USD,B2B,SELL-IN,NUK
CR0650,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CR0650,CR0650,,TOYOTA,8,4.17,33.36,USD,B2B,SELL-IN,NUK
CR0659,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CR0659,CR0659,,TOYOTA,20,5.68,113.6,USD,B2B,SELL-IN,NUK
CB0408,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0408,CB0408,,TOYOTA,100,5.96,596.0,USD,B2B,SELL-IN,NUK
CB0411,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CB0411,CB0411,,TOYOTA,20,5.26,105.19999999999999,USD,B2B,SELL-IN,NUK
CE0395,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0395,CE0395,,MITSUBISHI,30,2.95,88.5,USD,B2B,SELL-IN,NUK
CE0509,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0509,CE0509,,NISSAN,10,6.91,69.1,USD,B2B,SELL-IN,NUK
CE0817R,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0817R,CE0817R,,TOYOTA,5,4.21,21.05,USD,B2B,SELL-IN,NUK
CR0375,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CR0375,CR0375,,MITSUBISHI,14,5.1,71.39999999999999,USD,B2B,SELL-IN,NUK
CL0575,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL0575,CL0575,,TOYOTA,10,4.46,44.6,USD,B2B,SELL-IN,NUK
CL0221LS,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL0221LS,CL0221LS,,HONDA,15,3.87,58.050000000000004,USD,B2B,SELL-IN,NUK
CL0486,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL0486,CL0486,,NISSAN,30,3.53,105.89999999999999,USD,B2B,SELL-IN,NUK
CL05300S,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL05300S,CL05300S,,SUZUKI,20,3.0,60.0,USD,B2B,SELL-IN,NUK
CL00570S,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL00570S,CL00570S,,TOYOTA,12,2.52,30.240000000000002,USD,B2B,SELL-IN,NUK
CE0696,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CE0696,CE0696,,TOYOTA,60,4.03,241.8,USD,B2B,SELL-IN,NUK
CL00340S,2025-07-25,ASIA,싱가포르,Trade promotion,CHOICE_KIT,,CL00340S,CL00340S,,SUZUKI,16,3.3,52.8,USD,B2B,SELL-IN,NUK
CE0059,2025-07-30,ASIA,필리핀,Trade promotion,CHOICE_KIT,,CE0059,CE0059,,KIA,40,3.08,123.2,USD,B2B,SELL-IN,CHUAN LAM
